State,District,Mine_Name,Latitude,Longitude,CO2_ppm,CH4_ppm,PM2_5,PM10,Emission_Score,Hotspot_Level
Odisha,Sundargarh,Basundhara,21.93,83.73,429.0761411938656,2.0504982604586206,51.44683379906652,135.16524109794403,200.23741719023542,Orange
Chhattisgarh,Korba,Gevra,22.331,82.614,445.5484119229032,1.9913372503244564,67.26172845615729,160.42888685047944,212.97035824025414,Red
Chhattisgarh,Korba,Kusmunda,22.25,82.52,460.4668308112161,1.6571491215980123,29.91677925481502,129.9678543870712,208.66657210724878,Red
Chhattisgarh,Korba,Dipka,22.418,82.721,426.1291957654027,1.722864505754368,63.54005025147226,222.94134161214944,213.94074643743062,Red
Chhattisgarh,Raigarh,Jampali,21.977,83.352,437.1274026499142,1.907924023858444,46.175201301345176,119.07158729406906,200.21035655643536,Orange
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,414.34562182871207,2.1328069360682607,61.453997499928704,158.60886981467934,199.38752090949652,Orange
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,429.7409957507573,1.887888644559766,81.48244400166945,140.35189160976736,205.73791523538637,Red
Jharkhand,Dhanbad,Jharia,23.77,86.42,433.28990314286966,1.876966504272612,15.149005943674574,157.29605827605326,199.74581084138885,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,438.8298614542876,2.1612648264550103,76.65470222346619,25.763373842804825,191.5430354395922,Orange
Jharkhand,Bokaro,Kargali,23.82,85.92,392.0062722192233,2.154424998826008,45.27859121562955,126.36083400468138,183.1947501703838,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,464.2259821002126,1.9960158959652692,37.12121581363154,101.87875939818348,207.1391938906469,Red
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,448.468191384635,2.043521815693892,22.95570103823482,97.95403899203912,198.13679410310326,Orange
Odisha,Angul,Talcher,20.95,85.23,442.9549281518437,2.0820308168529604,11.539071569258567,177.35622520786643,206.14087502236214,Red
Odisha,Angul,Bhubaneswari,20.94,85.19,440.05434099984376,2.148698203812513,63.34904279856559,42.24440973562494,192.50536374120983,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,432.7556039326967,1.6709712647340051,75.35224269466053,119.67406817517409,202.85747958297407,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,436.6074954965381,1.852335185987878,33.28440118416403,150.8328155170252,202.81628125959,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,414.895619039356,2.116222956194061,71.38983238727639,79.04428355475005,189.1582318939046,Orange
Chhattisgarh,Korba,Kusmunda,22.25,82.52,412.91483716172144,1.695321714864469,23.5206108580606,102.64987642789072,184.6001044720406,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,427.4094437010771,2.195118654582873,42.538225844812,139.3950430707841,198.91230341414513,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,417.395282964148,1.934930541219261,65.79146093591329,37.73785111931113,183.06798915630864,Yellow
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,393.0749279054518,1.5666412037221151,36.56114170613841,142.44681998346965,184.55115777673856,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,434.4144494307267,2.0016349155332014,61.06541818281144,166.6807192314718,208.52819085909312,Red
Jharkhand,Dhanbad,Jharia,23.77,86.42,409.7818216558334,2.114838271807744,29.15331910819191,134.98078933154784,189.1672964098367,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,422.0956352639171,1.6642618073295643,40.14591584623256,65.38410846629395,185.1670362946447,Yellow
Jharkhand,Bokaro,Kargali,23.82,85.92,451.2445618094064,1.7938934483634212,73.58628378613231,111.7603365431799,208.83798580766842,Red
Jharkhand,Bokaro,Kathara,23.91,85.92,406.1545586395417,2.0488767867642483,48.49139149514405,155.2969832692928,193.64474270651147,Orange
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,394.0713470866732,2.084833659382438,56.10275587319831,119.23520442979334,184.55468297793277,Yellow
Odisha,Angul,Talcher,20.95,85.23,429.359679944304,2.473399739816273,61.289219565657206,125.94845502230258,200.57154308786045,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,402.448199865473,2.071642421226472,67.09376624831013,241.66963805497076,207.91528331804926,Red
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,452.576856063314,2.0624387148220045,60.33440868635371,132.88860162728383,210.63292558681783,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,450.3017175972014,1.7515220366060105,51.22034509576413,165.46585685425015,213.1490739423645,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,414.2805122695952,1.9672384582830356,13.582342414849776,113.056782811549,185.29824522928283,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,446.8720070251137,1.9313424146836835,75.52084158648631,87.88283248551335,203.83875664525056,Red
Chhattisgarh,Korba,Dipka,22.418,82.721,371.3465028730117,1.924073894456856,16.13885396489723,135.31334163088343,171.83365265690884,Yellow
Chhattisgarh,Raigarh,Jampali,21.977,83.352,422.7937407835024,2.0554644867587344,56.597288518616665,30.231313767027856,182.75842600227529,Yellow
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,421.5492899930242,2.3442551184502274,35.31503929400732,76.46702632338268,186.09030237535328,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,433.4154081519841,2.0953311697751427,80.6071105124541,94.33698127360036,200.23637637963438,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,452.3849188994165,2.179734219629129,14.071468561473026,109.80277517033215,200.18902438542614,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,460.6908777855543,2.2179430618193354,64.11972448138319,96.56101442910352,209.0438448693405,Red
Jharkhand,Bokaro,Kargali,23.82,85.92,441.26669375784303,1.9041750407390985,28.118851473540044,157.60629372693276,204.93670179542985,Red
Jharkhand,Bokaro,Kathara,23.91,85.92,400.8188706434967,1.784752729747874,20.59521815782878,45.05503076998205,170.71051141549466,Yellow
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,481.8407597638004,1.99169301492028,66.79995579718472,123.24382177375269,221.84037844563687,Red
Odisha,Angul,Talcher,20.95,85.23,443.7814311719212,1.9089014479346245,58.67474765900624,0.01,186.88795505199982,Yellow
Odisha,Angul,Bhubaneswari,20.94,85.19,429.14985444293615,1.7939570643201124,35.26842867816451,123.99037084156728,196.08694882443027,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,417.80093481303874,1.518802141014768,56.727522470411614,88.44812236503171,189.35236129283643,Orange
Odisha,Sundargarh,Basundhara,21.93,83.73,445.6573971558404,1.9450082829308195,41.68804077237166,116.06813791577729,202.50988815043777,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,403.366813345174,1.858281790280896,12.961674345157022,66.29414874013736,173.79258333794806,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,419.0979686352592,1.90513215209656,5.143320273691586,67.15407407623479,179.05533625222162,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,420.9777894920436,1.940956173116773,68.20541468600493,125.97460978687153,198.10040631968397,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,429.4258205690088,1.9823534149248143,33.12483358425193,114.30630699372946,194.47970533877816,Orange
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,418.6680084312774,1.9672666373587384,94.4782134004798,169.2874591840884,207.62223425140385,Red
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,421.18041989992,1.9906054064934395,61.89178844848953,92.7706302913449,192.26871239289122,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,427.1974590422718,1.6875032105734245,3.817191656345024,137.1353871543586,192.5281214016863,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,432.5241348076841,1.9834614978513216,71.5115245869695,128.78440678964685,203.64908207892148,Red
Jharkhand,Bokaro,Kargali,23.82,85.92,425.6258018152089,1.9849873337749464,55.56706563568074,102.97417612520051,194.62700319034823,Orange
Jharkhand,Bokaro,Kathara,23.91,85.92,444.949709202509,2.078421841453541,10.365309023115143,222.75258549562452,213.5710944112506,Red
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,406.2008553917543,1.9148054474927996,28.55333249087997,147.11710471423186,189.40534937171637,Orange
Odisha,Angul,Talcher,20.95,85.23,464.454582246697,1.8273375488619688,22.668097729492665,74.89750806210212,200.9648750320766,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,450.8041049454423,2.266580601605239,0.01,175.68183722673496,207.35539174266873,Red
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,441.24267116702026,1.8402447327303568,23.42214955975764,219.3753139402016,213.4687614116211,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,431.568071900548,1.9012427365132372,26.62417053794152,181.30394793647545,204.3868193523357,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,403.4756666555955,1.7481309931572575,40.80137752529474,109.46163365557072,184.4541576373152,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,432.0456904466558,2.090346429626613,41.47605247932881,78.20679126713019,191.39780666951916,Orange
Chhattisgarh,Korba,Dipka,22.418,82.721,448.3694023153786,1.7467497750502186,55.7117320981746,109.69757601261344,204.6831820752847,Red
Chhattisgarh,Raigarh,Jampali,21.977,83.352,464.5113060676061,1.9821827414866853,6.189916431876085,93.7611958512616,201.39184409195914,Red
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,415.6572775724528,2.217617756644876,26.591940267039163,172.7935589783728,196.8360212427864,Orange
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,435.7898074728713,1.7280083784036668,17.27822359987929,205.01125528432107,208.1777473352997,Red
Jharkhand,Dhanbad,Jharia,23.77,86.42,426.9329107807534,1.838998727661908,32.44504516420808,80.36021332184025,188.24565270350718,Yellow
Jharkhand,Dhanbad,Bhowra,23.75,86.43,420.3897152191559,2.113773527188996,57.91688384620603,198.2641407819454,207.21717184004177,Red
Jharkhand,Bokaro,Kargali,23.82,85.92,456.5207786838949,2.0144978040938635,28.003667611079504,29.914130706840027,191.90033056247404,Orange
Jharkhand,Bokaro,Kathara,23.91,85.92,474.1538165632315,2.057619591742002,81.38587608214829,105.55872913964328,218.32050328608392,Red
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,413.0930744334471,1.8110833639077883,63.1986842931256,148.15321947946663,197.48334034844004,Orange
Odisha,Angul,Talcher,20.95,85.23,420.1719577422912,2.4149227339732477,1.3570595786622022,168.32904707152824,194.24617591463704,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,400.39819286024806,2.208218089191265,26.293747758427724,163.1264467527808,189.2347717475379,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,383.2887526106857,1.871931480055443,21.21290222859146,190.48199435320572,185.6313149755605,Yellow
Odisha,Sundargarh,Basundhara,21.93,83.73,438.8444268941516,1.9494707388882784,36.08939438393652,116.87698801119336,199.06756933859663,Orange
Chhattisgarh,Korba,Gevra,22.331,82.614,430.4244595245095,1.698645776498929,19.47783758438267,30.643228643800494,180.19753747698093,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,431.57948810803305,1.9857598843859103,43.24106432075324,77.03884814545785,191.26951007846066,Orange
Chhattisgarh,Korba,Dipka,22.418,82.721,414.4906359053883,1.694859851558202,45.58262631559118,79.83085147085043,185.116733985589,Yellow
Chhattisgarh,Raigarh,Jampali,21.977,83.352,445.9975698197963,2.206082884767256,68.94311566612826,85.8107129981644,202.2739270929926,Red
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,403.2232435167404,2.2448724763819508,28.273747666728564,143.94373630011447,187.79538174463718,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,414.2535436390668,2.0150476665849912,36.971344729456334,178.90329210796796,198.68712728121585,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,424.7117153864904,1.8680759244743224,31.43895965179307,120.77294883035572,193.2768952042608,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,416.4162874725205,1.8311666234039856,46.65095425837947,150.894880743388,196.74774022629452,Orange
Jharkhand,Bokaro,Kargali,23.82,85.92,372.58070010907545,2.0737005410308624,37.53250611194827,133.51295025320653,175.31120866071265,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,439.0487045751952,1.6114213089034304,39.464494549347066,106.98156146744287,198.06981662526758,Orange
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,442.28029811128056,1.5131392101081864,66.34937570586979,217.28283061199411,219.91089195522426,Red
Odisha,Angul,Talcher,20.95,85.23,442.5125452079818,1.8364095669294476,31.456966729178973,163.46550658590292,206.79431195053385,Red
Odisha,Angul,Bhubaneswari,20.94,85.19,403.7514118068056,1.9017274563196096,56.950230948199504,120.46386777377435,188.6831977679142,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,437.1200834362911,1.605579538709692,46.12490243121846,21.55353519598947,185.48147288021056,Yellow
Odisha,Sundargarh,Basundhara,21.93,83.73,430.9392545126941,2.103800790533045,54.27604170595384,156.1515462462011,204.5709802350608,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,407.7687388425058,2.115179865773225,29.294619013065915,188.45622303646604,196.4046758041641,Orange
Chhattisgarh,Korba,Kusmunda,22.25,82.52,383.6750450175458,1.7832627347838292,50.5951832562825,36.70682792034117,167.10029850394704,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,428.3887741102315,1.928814522695792,47.65219575188317,48.9906208294064,186.4305764880948,Yellow
Chhattisgarh,Raigarh,Jampali,21.977,83.352,406.8916846855448,2.5029806286308927,77.67598047449879,125.44923121993595,193.9763498169724,Orange
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,420.3680818532357,1.462324076449781,28.67733445424968,85.65738058178242,185.73613721963403,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,450.9088970185055,2.004341410544615,50.94069385359199,79.49095724359836,200.52960889514418,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,445.668998886984,1.6551538600179434,31.07954924164835,201.9818775633256,213.72335973354507,Red
Jharkhand,Dhanbad,Bhowra,23.75,86.43,416.0076379736128,1.9353574058159555,46.46193501244264,92.8878253986566,187.8861264728548,Yellow
Jharkhand,Bokaro,Kargali,23.82,85.92,388.44546379092014,2.0280929245581616,65.14721641198399,76.5918396946087,177.24747180972443,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,477.949420170238,1.9094236325874796,0.3688238109320423,72.89596105229938,202.74231288735615,Red
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,442.4141377492163,2.0011810258653604,9.859179188646266,198.76741401703964,208.859998388299,Red
Odisha,Angul,Talcher,20.95,85.23,393.6697292981265,2.267150368592429,9.338391549264903,75.76605037039158,170.91370311777683,Yellow
Odisha,Angul,Bhubaneswari,20.94,85.19,401.9920835841948,1.7449920088928002,72.34603220842799,115.70170869472132,189.52749217181815,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,411.4829887777215,1.9483216055660373,57.56999067739158,176.15406741978288,200.2363007073346,Orange
Odisha,Sundargarh,Basundhara,21.93,83.73,409.4713792559598,1.778715361503017,46.3556249286018,100.6630786890747,186.3749718534863,Yellow
Chhattisgarh,Korba,Gevra,22.331,82.614,415.5163147047716,2.1884540914207675,33.45449559329601,174.1740337561308,198.00734151174893,Orange
Chhattisgarh,Korba,Kusmunda,22.25,82.52,413.3370223052276,1.6258403353330302,68.45409766451894,55.11834034135351,184.35842672357182,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,417.0119057276498,1.882082953880891,52.6963895588498,91.72944768352636,189.0332627635806,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,419.3008432486552,1.5259667818818372,88.53885824896878,70.71882048862278,192.0667791446654,Orange
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,408.7993086124242,1.8757451268197265,44.34260453805748,83.63529479334011,183.2791318827253,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,413.7625586511441,1.834664355574664,49.34268843411144,147.6068599698851,195.59785502772957,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,385.5070758023728,1.7395634407510818,40.230523305101975,172.46522614969126,186.62906177139342,Yellow
Jharkhand,Dhanbad,Bhowra,23.75,86.43,437.97868251809496,1.5731812372944178,75.4579528103192,161.3664775558988,211.18709193335903,Red
Jharkhand,Bokaro,Kargali,23.82,85.92,458.7678808138178,1.947869019800447,30.68013490558268,91.99572204117496,202.4928915734809,Red
Jharkhand,Bokaro,Kathara,23.91,85.92,396.4624885247525,2.093703384621979,60.11694617390493,102.33176564069402,183.58041319747744,Yellow
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,412.65258845637726,2.0166665960387995,57.12537533209949,75.69731791153534,185.58943934790778,Yellow
Odisha,Angul,Talcher,20.95,85.23,402.7800323501067,1.8540862145365011,48.19057559578557,140.96158059248955,190.04106223264492,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,399.8928820412101,1.9313603155873795,47.61235689003352,99.43991952501904,182.59440237341812,Yellow
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,455.70758439461525,1.7649240265534247,30.14467732638057,197.28593389735244,216.9271026493721,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,474.6229972864005,1.9379029959659384,43.6153564044019,110.60456436172512,213.56355792826906,Red
Chhattisgarh,Korba,Gevra,22.331,82.614,424.0442939358359,1.993398134604872,48.66901191656975,147.36724833160042,199.62117605194135,Orange
Chhattisgarh,Korba,Kusmunda,22.25,82.52,433.394398480745,1.871439493131546,91.42335591561697,110.76421672007176,204.2473271355908,Red
Chhattisgarh,Korba,Dipka,22.418,82.721,409.13881034627815,2.156415641833766,42.231383931881325,108.41814836037004,186.89987867489913,Yellow
Chhattisgarh,Raigarh,Jampali,21.977,83.352,443.35432723083215,2.1908523083330573,31.865367869689823,175.50529557321173,209.104586101268,Red
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,406.94961748171806,2.144675437345539,46.08845856100422,42.32728797378012,176.68561160410854,Yellow
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,377.9850547818832,1.8442629895715483,44.80511272048917,57.234318496096265,167.0532154921126,Yellow
Jharkhand,Dhanbad,Jharia,23.77,86.42,425.69090319269344,1.8600573609168545,71.2361918617531,104.23564873408492,197.15515457472816,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,403.6424681464375,1.7067756880946503,62.49271024813153,163.90702829062482,195.9289807458169,Orange
Jharkhand,Bokaro,Kargali,23.82,85.92,429.4250347639639,1.7548179013888032,46.04349363255052,74.30796300306784,190.34917777134496,Orange
Jharkhand,Bokaro,Kathara,23.91,85.92,404.2645138993465,1.950771686006346,33.42699064405087,180.73792483381524,194.41577438722047,Orange
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,441.091866429801,2.1377769813894663,0.01,67.6944365361276,187.23374514675638,Yellow
Odisha,Angul,Talcher,20.95,85.23,417.4104303987485,2.043239390941115,33.46040739003491,144.47128725158535,194.2668981730248,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,394.3149246870421,1.7258304136432796,32.964400949110235,195.0817177654212,192.45063680608953,Orange
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,429.548847014826,1.8215350643166213,76.80419847554853,126.1542689540726,202.80976943966854,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,421.582093434247,1.9598770131369383,6.817074883407088,73.42880070929573,181.25768181654533,Yellow
Chhattisgarh,Korba,Gevra,22.331,82.614,416.31466142380407,1.7004045523464169,63.84771340405781,60.03624208925545,185.61857925922254,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,407.250796417288,1.9602990857702065,24.20906860849748,94.48766506369252,181.29291834347475,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,412.170893124559,1.9354748609020132,49.740872173129006,118.37064064757774,190.6657266312002,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,392.7435723107161,1.740413572356573,42.83077911816608,131.183757427969,183.7217334779137,Yellow
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,422.7760974013391,1.851510270659504,13.77343286703725,197.73868666548063,201.39270997161117,Red
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,449.5868938164053,2.074408453749662,77.09822318316458,50.60240188402608,199.6121738227656,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,379.4010053760224,1.802648122644677,65.50681977267674,98.90652684628644,176.96319858004682,Yellow
Jharkhand,Dhanbad,Bhowra,23.75,86.43,414.3353917303797,1.9251765778297123,8.129069779498806,77.27410805082013,179.12218634004864,Yellow
Jharkhand,Bokaro,Kargali,23.82,85.92,413.2247206339678,2.150411136913676,11.748674313063162,108.17579610402323,183.92368215722422,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,409.706091030058,2.069203466088904,5.602380699374628,96.99648233924545,179.8930269076429,Yellow
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,431.3380307172732,2.1824685404034856,20.394732252477123,82.22037756657078,188.58221932188755,Orange
Odisha,Angul,Talcher,20.95,85.23,407.9295038834749,2.0775359081326314,26.688316842042298,171.80561604065252,193.56915225823397,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,390.44452307267966,2.183459464168372,34.70544856225784,89.25658558405453,175.42715219026925,Yellow
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,434.6805842781338,2.1070110856199835,71.81725140643776,110.79388202202276,201.89600705120858,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,421.3095202731935,1.7004643710917111,37.20414213196551,156.80556970753057,198.13540419652935,Orange
Chhattisgarh,Korba,Gevra,22.331,82.614,393.3592796838651,2.014365063380612,62.9803693844689,118.0627068952141,185.1044828345127,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,459.2284862402079,2.0118284043165646,4.548280924853067,0.01,184.9786851561061,Yellow
Chhattisgarh,Korba,Dipka,22.418,82.721,424.5489675318583,1.9850956994419848,33.39928067078465,102.45968119815176,190.79396000291638,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,421.0978137075074,2.060360803235929,53.92583981158175,0.01,177.14760969571097,Yellow
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,413.461227738697,1.886605243285052,49.2072045689593,120.83031564639124,191.4561007007669,Orange
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,408.6380783301405,1.8180043878326813,37.13869851589078,157.81644995433646,193.24390491894007,Orange
Jharkhand,Dhanbad,Jharia,23.77,86.42,414.7302916938632,2.093495068600953,17.627644321337378,95.0274168606116,183.4184243754179,Yellow
Jharkhand,Dhanbad,Bhowra,23.75,86.43,419.3188909507323,1.698136743230069,43.5440700484108,70.00919324179213,185.2699868967924,Yellow
Jharkhand,Bokaro,Kargali,23.82,85.92,405.40756438955145,2.173304007638269,82.29447037930919,69.19157614673892,185.5379239370193,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,364.1880959396825,1.85767958168904,13.69793488106898,120.1438263884978,166.30880644081475,Yellow
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,412.21773058127513,1.9582893840279167,15.02992385867526,209.6216338291837,199.1723127008973,Orange
Odisha,Angul,Talcher,20.95,85.23,445.2053754233683,2.111222385940592,51.3800955648802,71.19519198735418,197.10181001796468,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,416.1998062353008,1.717164616870394,35.37251740597165,55.581430849735845,180.63816411753757,Yellow
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,453.7082750179145,2.351198064776435,33.707802353153795,69.6132537773128,197.68682784616874,Orange
Odisha,Sundargarh,Basundhara,21.93,83.73,368.7799330151336,1.728392841644887,40.311114040522696,128.91046779234844,173.4137283334776,Yellow
Chhattisgarh,Korba,Gevra,22.331,82.614,408.329024142299,2.0391982017045724,91.64430742280943,59.46569474437483,186.6098694425086,Yellow
Chhattisgarh,Korba,Kusmunda,22.25,82.52,448.214683740187,2.014792509011154,63.05539058448574,153.29219218383494,212.34244866402628,Red
Chhattisgarh,Korba,Dipka,22.418,82.721,454.7811253467413,1.992226193371741,3.632890942390951,104.66154708393148,198.75428370065643,Orange
Chhattisgarh,Raigarh,Jampali,21.977,83.352,429.816077895843,1.928689164256752,69.19720231824537,129.31510576580794,202.28188412022223,Red
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,422.5550158656768,1.9220628230070709,34.962388939164015,127.3780810663206,193.94969569399552,Orange
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,432.2918114248981,1.5816369674582942,46.753306032730144,7.112555092363522,181.4710948289608,Yellow
Jharkhand,Dhanbad,Jharia,23.77,86.42,401.53842211880703,2.11855522248379,60.14220541405384,33.61392622386073,175.31435515995514,Yellow
Jharkhand,Dhanbad,Bhowra,23.75,86.43,436.2984480786236,2.375096114808969,44.37793025373904,157.9157702058814,205.57596313483518,Red
Jharkhand,Bokaro,Kargali,23.82,85.92,403.3603207091461,1.7571238170952677,83.00775102635421,97.84439741882468,188.99908769556387,Orange
Jharkhand,Bokaro,Kathara,23.91,85.92,432.5165509951595,1.7870228557980314,66.248257286104,170.59278256629744,209.06888323266344,Red
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,446.3405789424033,1.865416827292534,52.47334122119887,100.6324772450824,202.06172939509128,Red
Odisha,Angul,Talcher,20.95,85.23,423.123880047707,2.1354191818032766,49.48699744420952,120.68867327492858,195.41652838149452,Orange
Odisha,Angul,Bhubaneswari,20.94,85.19,399.1595921829224,2.141605396012662,55.07299027435111,233.77735113045557,203.63386970269377,Red
Odisha,Jharsuguda,Lakhanpur,21.85,83.87,493.929462529294,2.01794405764093,86.39139738100121,59.86239740674474,220.1152374471718,Red
Odisha,Sundargarh,Basundhara,21.93,83.73,439.52513768931766,1.851149377662824,47.41978406713628,47.08384727652107,190.5409445905745,Orange
Chhattisgarh,Korba,Gevra,22.331,82.614,452.6150846098232,2.0075345320310864,82.88513776604323,97.28134426102586,208.67326650759898,Red
Chhattisgarh,Korba,Kusmunda,22.25,82.52,416.314799639946,2.014294887242064,0.01,166.2654173349473,192.07152092239312,Orange
Chhattisgarh,Korba,Dipka,22.418,82.721,378.6584053116434,1.826440117296771,48.94546391536534,103.67138412152724,174.90382136538028,Yellow
Chhattisgarh,Raigarh,Jampali,21.977,83.352,470.6534255662922,2.0039290514859665,38.35972174179452,68.88057589515317,204.94859358750483,Red
Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,409.87235462204126,1.8373409928975373,30.52528434132404,189.35488878099935,197.48217011503425,Orange
Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,427.7981524241067,1.811230729789807,36.73503203430514,230.25400162882897,211.71098523804974,Red
Jharkhand,Dhanbad,Jharia,23.77,86.42,435.1119029536165,2.029413351543269,36.30615018378669,66.75944213305445,190.11342403443575,Orange
Jharkhand,Dhanbad,Bhowra,23.75,86.43,389.0634581122244,1.931562382969859,26.54083139826909,73.05139431796195,171.14368581721538,Yellow
Jharkhand,Bokaro,Kargali,23.82,85.92,388.76661215368085,1.8853387764025529,34.5973055282426,149.66706848270618,183.71190259603543,Yellow
Jharkhand,Bokaro,Kathara,23.91,85.92,409.1723668617269,1.8947003121691328,45.03236979921052,133.24673811020253,190.97922302475348,Orange
Jharkhand,Ramgarh,Rajrappa,23.68,85.54,413.1914560574493,1.6989246922019583,69.3064680576106,78.30513455232126,187.92800022213007,Yellow
Odisha,Angul,Talcher,20.95,85.23,425.5932821957606,2.174108303704547,37.32556521740108,64.77598576851393,186.20477801730286,Yellow
Odisha,Angul,Bhubaneswari,20.94,85.19,434.5113606906768,1.8051600226080675,41.21487685902588,153.57059870681155,203.56391361792876,Red
